,Tweets,Case_Folding,Clean_Data,Tweet_Normal,Tanpa_StopWords,Stemming,Sentimen,Label
573,"@whatshittoyaa Numpang ya kak🙏
Haii.. Kamu yg di bekasi, pesan makanan di @masgitel yuk. Ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
Cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/daNCL5vB55
🍚🍚🙏 https://t.co/mfbol7m85N","@whatshittoyaa numpang ya kak🙏
haii.. kamu yg di bekasi, pesan makanan di @masgitel yuk. ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/dancl5vb55
🍚🍚🙏 https://t.co/mfbol7m85n",numpang ya kak haii kamu yg di bekasi pesan makanan di yuk ada aneka ricebowl amp snack yummy dgn harga terjangkau dan promo lho cek aplikasi gofoodgrabfood shopeefood amp travelokaeats kalian dan pilih menunya ya,numpang ya kak halo kamu yang di bekasi pesan makanan di yuk ada aneka ricebowl amp snack yummy dengan harga terjangkau dan promo lho cek aplikasi gofoodgrabfood shopeefood amp travelokaeats kalian dan pilih menunya ya,numpang kak halo bekasi pesan makanan yuk aneka ricebowl snack yummy harga terjangkau promo lho cek aplikasi gofoodgrabfood shopeefood travelokaeats pilih menunya,"['numpang', 'kak', 'halo', 'bekas', 'pesan', 'makan', 'yuk', 'aneka', 'ricebowl', 'snack', 'yummy', 'harga', 'jangkau', 'promo', 'lho', 'cek', 'aplikasi', 'gofoodgrabfood', 'shopeefood', 'travelokaeats', 'pilih', 'menu']",1,positif
574,@DwiAuliaPutr @FOODFESS2 Sepemikiran. Udah paling debest sama promo shopeefood...,@dwiauliaputr @foodfess2 sepemikiran. udah paling debest sama promo shopeefood...,sepemikiran udah paling debest sama promo shopeefood,sepemikiran sudah paling debest sama promo shopeefood,sepemikiran debest promo shopeefood,"['pikir', 'debest', 'promo', 'shopeefood']",1,positif
575,"@KenapaIucky Numpang ya kak🙏
Haii.. Kamu yg di bekasi, pesan makanan di @masgitel yuk. Ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
Cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/daNCL5vB55
🍚🍚🙏 https://t.co/WrSCt5aBHi","@kenapaiucky numpang ya kak🙏
haii.. kamu yg di bekasi, pesan makanan di @masgitel yuk. ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/dancl5vb55
🍚🍚🙏 https://t.co/wrsct5abhi",numpang ya kak haii kamu yg di bekasi pesan makanan di yuk ada aneka ricebowl amp snack yummy dgn harga terjangkau dan promo lho cek aplikasi gofoodgrabfood shopeefood amp travelokaeats kalian dan pilih menunya ya,numpang ya kak halo kamu yang di bekasi pesan makanan di yuk ada aneka ricebowl amp snack yummy dengan harga terjangkau dan promo lho cek aplikasi gofoodgrabfood shopeefood amp travelokaeats kalian dan pilih menunya ya,numpang kak halo bekasi pesan makanan yuk aneka ricebowl snack yummy harga terjangkau promo lho cek aplikasi gofoodgrabfood shopeefood travelokaeats pilih menunya,"['numpang', 'kak', 'halo', 'bekas', 'pesan', 'makan', 'yuk', 'aneka', 'ricebowl', 'snack', 'yummy', 'harga', 'jangkau', 'promo', 'lho', 'cek', 'aplikasi', 'gofoodgrabfood', 'shopeefood', 'travelokaeats', 'pilih', 'menu']",1,positif
576,"@andihiyat Numpang ya kak🙏
Haii.. Kamu yg di bekasi, pesan makanan di @masgitel yuk. Ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
Cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/daNCL5vB55
🍚🍚🙏 https://t.co/1eClPe6dYY","@andihiyat numpang ya kak🙏
haii.. kamu yg di bekasi, pesan makanan di @masgitel yuk. ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/dancl5vb55
🍚🍚🙏 https://t.co/1eclpe6dyy",numpang ya kak haii kamu yg di bekasi pesan makanan di yuk ada aneka ricebowl amp snack yummy dgn harga terjangkau dan promo lho cek aplikasi gofoodgrabfood shopeefood amp travelokaeats kalian dan pilih menunya ya,numpang ya kak halo kamu yang di bekasi pesan makanan di yuk ada aneka ricebowl amp snack yummy dengan harga terjangkau dan promo lho cek aplikasi gofoodgrabfood shopeefood amp travelokaeats kalian dan pilih menunya ya,numpang kak halo bekasi pesan makanan yuk aneka ricebowl snack yummy harga terjangkau promo lho cek aplikasi gofoodgrabfood shopeefood travelokaeats pilih menunya,"['numpang', 'kak', 'halo', 'bekas', 'pesan', 'makan', 'yuk', 'aneka', 'ricebowl', 'snack', 'yummy', 'harga', 'jangkau', 'promo', 'lho', 'cek', 'aplikasi', 'gofoodgrabfood', 'shopeefood', 'travelokaeats', 'pilih', 'menu']",1,positif
577,buat maki je shopeefood ni,buat maki je shopeefood ni,buat maki je shopeefood ni,buat maki je shopeefood ini,maki je shopeefood,"['maki', 'je', 'shopeefood']",0,negatif
578,"@tvindonesiawkwk Numpang ya kak🙏
Haii.. Kamu yg di bekasi, pesan makanan di @masgitel yuk. Ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
Cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/daNCL5vB55
🍚🍚🙏 https://t.co/E38OBSchuA","@tvindonesiawkwk numpang ya kak🙏
haii.. kamu yg di bekasi, pesan makanan di @masgitel yuk. ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/dancl5vb55
🍚🍚🙏 https://t.co/e38obschua",numpang ya kak haii kamu yg di bekasi pesan makanan di yuk ada aneka ricebowl amp snack yummy dgn harga terjangkau dan promo lho cek aplikasi gofoodgrabfood shopeefood amp travelokaeats kalian dan pilih menunya ya,numpang ya kak halo kamu yang di bekasi pesan makanan di yuk ada aneka ricebowl amp snack yummy dengan harga terjangkau dan promo lho cek aplikasi gofoodgrabfood shopeefood amp travelokaeats kalian dan pilih menunya ya,numpang kak halo bekasi pesan makanan yuk aneka ricebowl snack yummy harga terjangkau promo lho cek aplikasi gofoodgrabfood shopeefood travelokaeats pilih menunya,"['numpang', 'kak', 'halo', 'bekas', 'pesan', 'makan', 'yuk', 'aneka', 'ricebowl', 'snack', 'yummy', 'harga', 'jangkau', 'promo', 'lho', 'cek', 'aplikasi', 'gofoodgrabfood', 'shopeefood', 'travelokaeats', 'pilih', 'menu']",1,positif
579,"order ikut shopeefood ni ikut luck la, ada rider ada la","order ikut shopeefood ni ikut luck la, ada rider ada la",order ikut shopeefood ni ikut luck la ada rider ada la,order ikut shopeefood ini ikut luck la ada rider ada la,order shopeefood luck la rider la,"['order', 'shopeefood', 'luck', 'la', 'rider', 'la']",1,positif
580,pengen shopeefood minuman tp bingung apa,pengen shopeefood minuman tp bingung apa,pengen shopeefood minuman tp bingung apa,ingin shopeefood minuman tapi bingung apa,shopeefood minuman bingung,"['shopeefood', 'minum', 'bingung']",0,negatif
581,"@RacunBelanja Numpang ya kak🙏
Haii.. Kamu yg di bekasi, pesan makanan di @masgitel yuk. Ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
Cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/daNCL5vB55
🍚🍚🙏 https://t.co/nYc7OB5eIb","@racunbelanja numpang ya kak🙏
haii.. kamu yg di bekasi, pesan makanan di @masgitel yuk. ada aneka ricebowl &amp; snack yummy dgn harga terjangkau dan promo lho.
cek aplikasi gofood,grabfood, shopeefood &amp; travelokaeats kalian dan pilih menunya ya
👇
https://t.co/dancl5vb55
🍚🍚🙏 https://t.co/nyc7ob5eib",numpang ya kak haii kamu yg di bekasi pesan makanan di yuk ada aneka ricebowl amp snack yummy dgn harga terjangkau dan promo lho cek aplikasi gofoodgrabfood shopeefood amp travelokaeats kalian dan pilih menunya ya,numpang ya kak halo kamu yang di bekasi pesan makanan di yuk ada aneka ricebowl amp snack yummy dengan harga terjangkau dan promo lho cek aplikasi gofoodgrabfood shopeefood amp travelokaeats kalian dan pilih menunya ya,numpang kak halo bekasi pesan makanan yuk aneka ricebowl snack yummy harga terjangkau promo lho cek aplikasi gofoodgrabfood shopeefood travelokaeats pilih menunya,"['numpang', 'kak', 'halo', 'bekas', 'pesan', 'makan', 'yuk', 'aneka', 'ricebowl', 'snack', 'yummy', 'harga', 'jangkau', 'promo', 'lho', 'cek', 'aplikasi', 'gofoodgrabfood', 'shopeefood', 'travelokaeats', 'pilih', 'menu']",1,positif
582,@RacunBelanja blm ada di shopeefood,@racunbelanja blm ada di shopeefood,blm ada di shopeefood,belum ada di shopeefood,shopeefood,['shopeefood'],2,netral
583,"XIBOBA Rezeki Tanggal Tua 🥐🧋
🗓️ Hingga 24 Oktober 2021

Buy 1 Box of Croffle with any Topping + Brown Sugar Boba Fresh Milk, Get 1 FREE Box of Croffle with any Topping!

• Berlaku semua pembelian (Dine In, Take Away, Shopeefood, GoFood, Traveloka Eats)
• Berlaku kelipatan https://t.co/AorM6Uudpx","xiboba rezeki tanggal tua 🥐🧋
🗓️ hingga 24 oktober 2021

buy 1 box of croffle with any topping + brown sugar boba fresh milk, get 1 free box of croffle with any topping!

• berlaku semua pembelian (dine in, take away, shopeefood, gofood, traveloka eats)
• berlaku kelipatan https://t.co/aorm6uudpx",xiboba rezeki tanggal tua hingga oktober buy box of croffle with any topping brown sugar boba fresh milk get free box of croffle with any topping berlaku semua pembelian dine in take away shopeefood gofood traveloka eats berlaku kelipatan,xiboba rezeki tanggal tua hingga oktober membeli box of croffle with any topping brown sugar boba fresh milk get free box of croffle with any topping berlaku semua pembelian dine in take away shopeefood gofood traveloka eats berlaku kelipatan,xiboba rezeki tanggal tua oktober membeli box croffle topping brown sugar boba fresh milk get free box croffle topping berlaku pembelian dine take away shopeefood gofood traveloka eats berlaku kelipatan,"['xiboba', 'rezeki', 'tanggal', 'tua', 'oktober', 'beli', 'box', 'croffle', 'topping', 'brown', 'sugar', 'boba', 'fresh', 'milk', 'get', 'free', 'box', 'croffle', 'topping', 'laku', 'beli', 'dine', 'take', 'away', 'shopeefood', 'gofood', 'traveloka', 'eats', 'laku', 'kelipat']",2,netral
584,@undipmenfess Ada di shopeefood gatuh,@undipmenfess ada di shopeefood gatuh,ada di shopeefood gatuh,ada di shopeefood gatuh,shopeefood gatuh,"['shopeefood', 'gatuh']",2,netral
585,Gara2 banyak diskon jadi duit gw abis buat nge gofood sama shopeefood.,gara2 banyak diskon jadi duit gw abis buat nge gofood sama shopeefood.,gara banyak diskon jadi duit gw abis buat nge gofood sama shopeefood,gara banyak potongan harga jadi uang saya habis buat nge gofood sama shopeefood,gara potongan harga uang habis nge gofood shopeefood,"['gara', 'potong', 'harga', 'uang', 'habis', 'nge', 'gofood', 'shopeefood']",2,netral
586,anak kos semakin jaya pake shopeefood,anak kos semakin jaya pake shopeefood,anak kos semakin jaya pake shopeefood,anak kos semakin jaya pakai shopeefood,anak kos jaya pakai shopeefood,"['anak', 'kos', 'jaya', 'pakai', 'shopeefood']",1,positif
587,Shopeefood kenapa dh lu bikin gue ga berenti buat checkoutt😤😭😭😭,shopeefood kenapa dh lu bikin gue ga berenti buat checkoutt😤😭😭😭,shopeefood kenapa dh lu bikin gue ga berenti buat checkoutt,shopeefood kenapa dh kamu bikin saya tidak berhenti buat checkoutt,shopeefood dh berhenti checkoutt,"['shopeefood', 'dh', 'henti', 'checkoutt']",0,negatif
588,"@convomfs shopeefood sama gofood, tapi entah kenapa ya kalo beli shopeefood pake promo pasti rasanya ga enak ...","@convomfs shopeefood sama gofood, tapi entah kenapa ya kalo beli shopeefood pake promo pasti rasanya ga enak ...",shopeefood sama gofood tapi entah kenapa ya kalo beli shopeefood pake promo pasti rasanya ga enak,shopeefood sama gofood tapi entah kenapa ya kalau beli shopeefood pakai promo pasti rasanya tidak enak,shopeefood gofood beli shopeefood pakai promo enak,"['shopeefood', 'gofood', 'beli', 'shopeefood', 'pakai', 'promo', 'enak']",1,positif
589,"@maspras_ Daerahku tidak terjangkau Goofood,Shopeefood,Grabfood. Ya udh diem ae","@maspras_ daerahku tidak terjangkau goofood,shopeefood,grabfood. ya udh diem ae",daerahku tidak terjangkau goofoodshopeefoodgrabfood ya udh diem ae,daerahku tidak terjangkau goofoodshopeefoodgrabfood ya sudah diam ae,daerahku terjangkau goofoodshopeefoodgrabfood diam ae,"['daerah', 'jangkau', 'goofoodshopeefoodgrabfood', 'diam', 'ae']",1,positif
590,@cakechwe murah banget otw buka shopeefood,@cakechwe murah banget otw buka shopeefood,murah banget otw buka shopeefood,murah banget otw buka shopeefood,murah banget otw buka shopeefood,"['murah', 'banget', 'otw', 'buka', 'shopeefood']",1,positif
591,"Tous Les Jours x ShopeeFood promo 60% plus FREE ongkir buat kalian penggemar TLJ sekalian! 🥖💕

https://t.co/4M54STOLVJ

#getdiskon #touslesjours #shopeefood","tous les jours x shopeefood promo 60% plus free ongkir buat kalian penggemar tlj sekalian! 🥖💕

https://t.co/4m54stolvj

#getdiskon #touslesjours #shopeefood",tous les jours x shopeefood promo plus free ongkir buat kalian penggemar tlj sekalian,tous les jours kali shopeefood promo plus free ongkir buat kalian penggemar tlj sekalian,tous les jours kali shopeefood promo plus free ongkir penggemar tlj,"['tous', 'les', 'jours', 'kali', 'shopeefood', 'promo', 'plus', 'free', 'ongkir', 'gemar', 'tlj']",1,positif
592,"@closetowhy Pasti diganti kok nanti, yg penting kalo shopeefood ada bukti foto kwitansi &amp; penyerahan makanan ke panti","@closetowhy pasti diganti kok nanti, yg penting kalo shopeefood ada bukti foto kwitansi &amp; penyerahan makanan ke panti",pasti diganti kok nanti yg penting kalo shopeefood ada bukti foto kwitansi amp penyerahan makanan ke panti,pasti diganti kok nanti yang penting kalau shopeefood ada bukti foto kwitansi amp penyerahan makanan ke panti,diganti shopeefood bukti foto kwitansi penyerahan makanan panti,"['ganti', 'shopeefood', 'bukti', 'foto', 'kwitansi', 'serah', 'makan', 'panti']",1,positif
593,@_pensilinul pesen shopeefood trus mamangnya disuruh jadi probandus bentar🤣,@_pensilinul pesen shopeefood trus mamangnya disuruh jadi probandus bentar🤣,pensilinul pesen shopeefood trus mamangnya disuruh jadi probandus bentar,pensilinul pesan shopeefood terus mamangnya disuruh jadi probandus bentar,pensilinul pesan shopeefood mamangnya disuruh probandus bentar,"['pensilinul', 'pesan', 'shopeefood', 'mamang', 'suruh', 'probandus', 'bentar']",0,negatif
594,@ShopeeID @shopeefood_id adain shopee food di pwt dong :(,@shopeeid @shopeefood_id adain shopee food di pwt dong :(,id adain shopee food di pwt dong,id adain shopee food di pwt dong,id adain shopee food pwt,"['id', 'adain', 'shopee', 'food', 'pwt']",2,netral
595,"Pen jd kaya. Jd nnt klu pesen grabfood/gofood/shopeefood, bisa pesen dua, satu buat abangnya.

Ksian ini ujan2 nganterin makanan ku 😭","pen jd kaya. jd nnt klu pesen grabfood/gofood/shopeefood, bisa pesen dua, satu buat abangnya.

ksian ini ujan2 nganterin makanan ku 😭",pen jd kaya jd nnt klu pesen grabfoodgofoodshopeefood bisa pesen dua satu buat abangnya ksian ini ujan nganterin makanan ku,pen jadi seperti jadi nanti kalau pesan grabfoodgofoodshopeefood bisa pesan dua satu buat abangnya kasihan ini hujan nganterin makanan ku,pesan grabfoodgofoodshopeefood pesan abangnya kasihan hujan nganterin makanan ku,"['pesan', 'grabfoodgofoodshopeefood', 'pesan', 'abang', 'kasihan', 'hujan', 'nganterin', 'makan', 'ku']",1,positif
596,"Namain shopeefood pake nama tirjahahaha pas ditanya satpam, atas nama tirjah ketawa, yaallah😭😭😭","namain shopeefood pake nama tirjahahaha pas ditanya satpam, atas nama tirjah ketawa, yaallah😭😭😭",namain shopeefood pake nama tirjahahaha pas ditanya satpam atas nama tirjah ketawa yaallah,namain shopeefood pakai nama tirjahahaha pas ditanya satpam atas nama tirjah ketawa yaallah,namain shopeefood pakai nama tirjahahaha pas satpam nama tirjah ketawa yaallah,"['namain', 'shopeefood', 'pakai', 'nama', 'tirjahahaha', 'pas', 'satpam', 'nama', 'tirjah', 'ketawa', 'yaallah']",1,positif
597,"Bukan kaum mendang mending, first time order via ShopeeFood ✌
Hampir mirip sama Gofood, soalnya GoFood pun aku sering dapet diskonan bahkan free ongkir juga hehehe https://t.co/EQKVAxC5qm","bukan kaum mendang mending, first time order via shopeefood ✌
hampir mirip sama gofood, soalnya gofood pun aku sering dapet diskonan bahkan free ongkir juga hehehe https://t.co/eqkvaxc5qm",bukan kaum mendang mending first time order via shopeefood hampir mirip sama gofood soalnya gofood pun aku sering dapet diskonan bahkan free ongkir juga hehehe,bukan kaum mendang mending first time order via shopeefood hampir mirip sama gofood soalnya gofood pun saya sering dapat diskonan bahkan free ongkir juga hehehe,kaum mendang mending first time order via shopeefood gofood gofood diskonan free ongkir hehehe,"['kaum', 'dang', 'mending', 'first', 'time', 'order', 'via', 'shopeefood', 'gofood', 'gofood', 'diskon', 'free', 'ongkir', 'hehehe']",1,positif
598,"@closetowhy Misal ada kejadian lagi. Untuk shopeefood kasih tau aja buat langsung hubungi CS buat confirm order fiktif, terus makanannya kasihkan ke panti asuhan terdekat, jangan lupa foto bukti penyerahan &amp; notanya, setelah itu langsung ke kantor. Kalo gojek kayaknya langsung ke kantor","@closetowhy misal ada kejadian lagi. untuk shopeefood kasih tau aja buat langsung hubungi cs buat confirm order fiktif, terus makanannya kasihkan ke panti asuhan terdekat, jangan lupa foto bukti penyerahan &amp; notanya, setelah itu langsung ke kantor. kalo gojek kayaknya langsung ke kantor",misal ada kejadian lagi untuk shopeefood kasih tau aja buat langsung hubungi cs buat confirm order fiktif terus makanannya kasihkan ke panti asuhan terdekat jangan lupa foto bukti penyerahan amp notanya setelah itu langsung ke kantor kalo gojek kayaknya langsung ke kantor,misal ada kejadian lagi untuk shopeefood kasih tahu aja buat langsung hubungi cs buat confirm order fiktif terus makanannya kasihkan ke panti asuhan terdekat jangan lupa foto bukti penyerahan amp notanya setelah itu langsung ke kantor kalau gojek sepertinya langsung ke kantor,kejadian shopeefood kasih langsung hubungi cs confirm order fiktif makanannya kasihkan panti asuhan terdekat lupa foto bukti penyerahan notanya langsung kantor gojek langsung kantor,"['jadi', 'shopeefood', 'kasih', 'langsung', 'hubung', 'cs', 'confirm', 'order', 'fiktif', 'makan', 'kasih', 'panti', 'asuh', 'dekat', 'lupa', 'foto', 'bukti', 'serah', 'nota', 'langsung', 'kantor', 'gojek', 'langsung', 'kantor']",1,positif
